"match_id","league_season","league_name","league_gender","is_international","match_name","ground_name","home_team_id","away_team_id","match_year","total_overs","over_num","runs_scored","total_wickets","fours_scored","sixes_scored","total_wides","total_no_balls","total_byes","total_leg_byes","total_scores"
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,16,2,0,0,0,0,0,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,17,11,0,1,1,0,0,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,18,3,0,0,0,0,0,0,1,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,19,8,0,1,0,0,1,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,20,6,1,1,0,0,0,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,1,11,0,1,0,0,0,0,1,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,2,4,0,0,0,0,0,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,3,16,0,2,1,0,0,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,4,10,0,0,1,0,0,0,1,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,5,21,0,2,2,0,0,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,6,21,0,3,1,0,0,0,1,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,7,3,1,0,0,0,0,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,8,8,0,1,0,0,0,0,1,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,9,8,0,1,0,0,0,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,10,3,1,0,0,0,0,0,0,105
49,"2022",Asia Cup,Men,1,"SL vs AFG, 1st Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,13,2022,19.4,11,1,0,0,0,0,0,0,0,105
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,1,6,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,2,8,0,1,0,2,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,3,5,1,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,4,4,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,5,7,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,6,13,1,1,1,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,7,8,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,8,8,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,9,4,0,0,0,0,0,1,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,10,5,0,0,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,11,8,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,12,11,0,0,1,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,13,3,1,0,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,14,6,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,15,7,2,0,0,2,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,16,8,0,0,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,17,3,1,0,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,18,10,1,2,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,19,12,2,1,1,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,20,11,1,0,1,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,1,3,1,0,0,1,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,2,7,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,3,5,0,0,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,4,8,0,0,1,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,5,6,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,6,9,0,2,0,0,0,0,1,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,7,3,0,0,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,8,9,1,0,1,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,9,3,0,0,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,10,9,1,0,1,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,11,7,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,12,8,0,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,13,6,0,0,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,14,6,0,0,0,1,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,15,8,1,1,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,16,10,0,0,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,17,9,0,0,0,1,0,0,1,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,18,11,0,1,1,1,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,19,14,0,3,0,0,0,0,0,147
50,"2022",Asia Cup,Men,1,"IND vs PAK, 2nd Match, Group A, Asia Cup 2022",Dubai International Cricket Stadium,7,8,2022,19.5,20,7,1,0,1,0,0,0,0,147
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,1,5,0,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,2,2,1,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,3,3,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,4,3,1,0,0,1,0,0,1,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,5,9,0,2,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,6,6,1,0,0,0,0,0,1,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,7,3,1,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,8,4,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,9,7,0,0,0,0,0,0,1,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,10,8,0,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,11,5,1,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,12,11,0,0,1,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,13,6,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,14,7,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,15,8,0,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,16,8,1,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,17,8,0,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,18,8,0,1,0,1,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,19,9,0,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,20,7,1,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,1,2,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,2,5,0,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,3,4,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,4,4,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,5,4,1,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,6,10,0,2,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,7,6,0,1,0,0,0,0,1,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,8,2,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,9,8,0,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,10,3,1,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,11,6,0,1,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,12,3,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,13,5,1,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,14,3,0,0,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,15,11,0,2,0,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,16,9,0,0,1,0,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,17,17,0,0,2,2,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,18,22,0,2,2,1,0,0,0,127
51,"2022",Asia Cup,Men,1,"BAN vs AFG, 3rd Match, Group B, Asia Cup 2022",Sharjah Cricket Stadium,12,13,2022,20,19,7,0,0,1,0,0,0,0,127
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,1,11,0,2,0,0,0,0,1,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,2,3,0,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,3,5,1,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,4,10,0,0,1,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,5,18,0,2,1,0,0,1,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,6,8,0,1,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,7,4,1,0,0,0,0,0,1,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,8,4,1,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,9,7,0,1,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,10,15,0,3,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,11,3,1,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,12,3,0,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,13,12,0,1,1,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,14,6,0,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,15,14,0,1,1,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,16,15,0,1,1,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,17,9,1,1,0,0,0,0,1,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,18,12,1,2,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,19,7,1,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,20,17,0,2,1,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,1,2,0,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,2,7,0,1,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,3,4,0,0,0,0,0,0,1,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,4,13,0,1,1,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,5,18,0,1,2,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,6,4,2,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,7,14,0,2,0,0,1,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,8,9,1,1,0,2,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,9,6,1,1,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,10,3,0,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,11,8,0,1,0,0,0,0,1,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,12,7,0,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,13,22,0,0,2,1,1,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,14,11,0,0,1,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,15,9,1,1,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,16,4,1,0,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,17,9,0,1,0,0,0,0,1,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,18,9,1,1,0,0,0,0,0,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,19,17,1,2,0,1,1,0,1,183
53,"2022",Asia Cup,Men,1,"SL vs BAN, 5th Match, Group B, Asia Cup 2022",Dubai International Cricket Stadium,2,12,2022,20,20,8,0,1,0,0,1,0,1,183
